@relation train

@attribute Text string
@attribute Class {"pos", "neg"}

@data
"در بالای GZ-HD3 نیز میکروفون استریو،  کفشک برای لوازم جانبی احتمالی،  کلید زوم واید/ تله و دکمه مخصوص عکاسی فوری در نظر گرفته شده است.","pos"
"دوربین فیلم‌برداری JVC مدل GZ-HD3 به سه عدد CCD کارآمد 570.000 پیکسلی برای ثبت تصویر مجهز است.","pos"
"البته اگر با نرم‌افزارهای و امکانات JVC کار می‌کنید به مشکلی برنخواهید خورد.","pos"
"این مدت زمان بالا مزیت فوق‌العاده‌ای است که کارآمدی خودش را در سفر نشان می‌دهد.","pos"
"به طور کلی دوربین فیلم‌برداری JVC مدل GZ-HD3 دوربین راحتی است که کاربری بسیار ساده‌ای دارد و تمام تنظیمات آن نیز چیدمان خوبی دارند.","pos"
"صفحه نمایش آن از کیفیت مناسبی بهره می‌برد و حتی در شرایط آفتابی نیز عمل‌کرد خوبی را نشان داده است.","pos"
"شما می‌توانید میزان درخشانی این صفحه نمایش را به دل‌خواه خود تنظیم کنید.","pos"
"زوم 10 برابر،  فوکوس سریع و دقیق،  کار در حالت دستی و فوکوس کمکی از دیگر قابلیت‌های کارآمدی هستند که در این دوربین در نظر گرفته شده است.","pos"
"در حالت تنظیمات دستی می‌توانید میزان درخشانی،  سرعت شاتر،  گشودگی دیافراگم (تا 2.2/f)،  چهار حالت مختلف تراز سفیدی،  افکت‌های خاص مانند سفیا،  تله ماکرو و زبرا (برای سنجش میزان درخشانی) را تنظیم کنید.","pos"
"کیفیت فیلم‌های این دوربین نسبتا خوب هستند و رنگ‌های آن نیز دقیق و طبیعی به نظر می‌رسند.","pos"
"در این تصاویر نویز کمی می‌بینید.","pos"
"شایان ذکر است دوربین فیلم‌برداری JVC مدل GZ-HD3 به لرزش‌گیر اپتیکال مجهز نیست.","neg"
"روی هم رفته می‌توان گفت دوربین فیلم‌برداری JVC مدل GZ-HD3 دوربین با کیفیتی است که از کار با آن راضی خواهید بود.","pos"
"فیلم‌های آن کیفیت خوبی دارند.","pos"
"البته،  تصاویری که در نور کم گرفته شده‌اند با مشکل نویز مواجه هستند.","neg"
"به طور کلی،  اگر به این دو مسئله،  یعنی نویز حاصل از کار در نور کم و عدم تجهیز دوربین به سیستم لرزش‌گیر اپتیکال اهمیت نمی‌دهید،  می‌توان گفت که دوربین فیلم‌برداری JVC مدل GZ-HD3 ارگونومی خوبی دارد و می‌توانید به آن اعتماد کنید.","pos"
"TF700 تنها 599 گرم وزن دارد که آن را به یکی از سبک‌ترین تبلت های 10.1 اینچی تا به امروز تبدیل کرده است.","pos"
"طراحی این کیبورد به صورت شیب دار و گوه ای بوده و کیفیت ساخت آن همانند خود تبلت،  فوق‌العاده بالاست.","pos"
"وزن داک 540 گرم وزن است و هنگامی که آن را به دستگاه متصل می‌کنید،  دستگاه به یک نت بوک تبدیل شده و وزن کلی آن به 1.1 کیلوگرم می‌رسد که باز هم بسیار سبک محسوب می‌شود و به راحتی می‌توان آن را جابجا کرد.","pos"
"لازم به ذکر است که داخل این کیبورد،  یک باتری بسیار قدرتمند نیز وجود دارد و هنگامی که Infinity را به کیبورد متصل می‌کنید،  طول عمر باتری دستگاه به دو برابر افزایش می‌یابد که در ادامه بیشتر در این رابطه توضیح خواهیم داد.","pos"
"این کیبورد علاوه بر تایپ کردن سریع،  به کاربران این امکان را می‌دهد که به یک سری از قابلیت‌های دستگاه مانند بلوتوث و Wi-Fi نیز به سرعت دسترسی پیدا کنند.","pos"
"صفحه نمایش پیش از عرضه Infinity،  تبلت Transformer Prime بهترین کیفیت صفحه نمایش را در بین تبلت های اندرویدی داشت ولی Infinity با بهره گیری از یک صفحه نمایش Full HD با دقت 1920x1200،  روشنایی بیشتر و رنگ‌های طبیعی‌تر،  توانست تخت پادشاهی را از Prime بگیرد.","pos"
"هنگامی که یک ویدئوی Full HD را بر روی این دو تبلت اجرا کنید،  برتری‌های Infinity به راحتی قابل رویت است.","pos"
"هنگامی که حالت Super IPS+ صفحه نمایش فعال شود،  روشنایی آن به طرز چشمگیری افزایش می‌یابد بطوریکه به مراتب صفحه نمایش روشن‌تری از تبلت های Transformer Prime و یا Samsung Galaxy Tab 2 و حتی iPad 3 مشاهده خواهید کرد.","pos"
"این روشنایی فوق‌العاده به کاربران کمک خواهد کرد که حتی با وجود سطح براق صفحه نمایش،  به راحتی با تبلت خود در فضاهای بیرونی و یا در زیر تابش مستقیم نور آفتاب کار کنند.","pos"
"زاویه دید صفحه نمایش Infinity نیز همانند مدل پیشین یعنی Prime،  بسیار بالا بوده و تقریبا هیچ‌گونه کاهش کیفیتی در هیچ زاویه دیدی مشاهده نکردیم.","pos"
"متاسفانه هنگامی که تبلت را در حالت افقی قرار دهید ممکن است ناخودآگاه،  دست شما جلوی بلندگو را بپوشاند.","neg"
"به جز این مورد،  کیفیت صدا بسیار خوب،  واضح و شفاف است.","pos"
"به علاوه صدای بیس تولید شده نیز کاملا رضایت بخش می‌باشد و مسلما دوست داران گوش کردن به موسیقی و تماشای فیلم از کیفیت صوتی این تبلت راضی خواهند بود.","pos"
"این پردازشگر به قدری قدرتمند است که هیچ‌گونه کاهش سرعتی حتی هنگام اجرای بازی‌های سه بعدی و یا انجام محاسبات سنگین،  مشاهده نخواهید کرد.","pos"
"حافظه RAM این دستگاه نیز یک گیگابایت است که برای اجرای روان چند برنامه به طور همزمان،  بسیار مناسب است.","pos"
"البته در نظر داشته باشید که این موضوع به ایسوس کمک می‌کند که خیلی سریع‌تر از کمپانی‌های دیگر محصولات خود را آپدیت نرم افزاری کند.","pos"
"محیط رابط کاربری به لطف پردازنده بسیار قدرتمند چهار هسته ای حتی زمانی که از تصویر پس زمینه متحرک استفاده کردیم،  کاملا روان است.","pos"
"قسمت اصلی نرم افزاری که لازم است به آن اشاره کنیم،  مرورگر اینترنتی Transformer Pad Infinity است که واقعا یک مرورگر اینترنتی بی نقص است.","pos"
"همه چیز بسیار سریع و بدون هیچ‌گونه کاهش سرعتی بوده و از Flash نیز به طور کامل پشتیبانی می‌شود.","pos"
"با اینکه این میزان از آی پد نسل سوم کمتر است،  ولی شارژ دهی خیلی خوبیست و از متوسط تبلت های بازار،  بالاتر است.","pos"
"هنگامی که داک کیبورد را به دستگاه متصل کردیم،  این میزان به بیش از 13 ساعت افزایش داد که نه تنها میزان بی نظیریست،  بلکه Infinity را در صدر جدول بهترین شارژ دهی قرار داد.","pos"
"جمع بندی صفحه نمایش با کیفیت،  شفاف و روشن Infinity آن را به یک جانشین عالی برای Transformer Prime تبدیل کرده است.","pos"
"افزایش فرکانس سرعت پردازنده نیز عملکرد بی عیب و نقص تبلت را در این دقت بالاتر،  تضمین می‌کند.","pos"
"داک کیبورد نیز،  این تبلت را به یک نت بوک ایده آل تبدیل می‌کند.","pos"
"صفحه نمایش این دستگاه واقعا جای تقدیر و تمجید دارد.","pos"
"پنل Super IPS+ استفاده شده نه تنها روشنایی فوق‌العاده ای دارد و به راحتی می‌توان در تمام شرایط نوری با آن کار کرد،  بلکه زاویه دید آن نیز بی نظیر است و چنین صفحه ای نمایشی را تا به امروز بر روی هیچ تبلتی مشاهده نکرده بودیم.","pos"
"دوربین TF700 نیز نسبت به مدل‌های پیشین بهبود فراوانی یافته و در کل می‌توان گفت که یکی از بهترین دوربین هاییست که تا به امروز بر روی تبلت ها دیده بودیم.","pos"
"در نهایت اگر به دنبال بهترین تبلت اندرویدی موجود در بازار هستید،  بدون هیچ شک و تردیدی ASUS Transformer Pad Infinity بهترین و به عبارتی تنها انتخاب شما خواهد بود.","pos"
"در این طراحی کلید سخت افزای Home به صورت یک نیم دایره در پایین گوشی قرار دارد و کار کردن با آن خیلی راحت‌تر از کلیدهای سخت افزاری باریک بکار گرفته شده در گوشی‌های قبلی سونی اریکسون است.","pos"
"سایز کوچک و مناسب این گوشی به شما این امکان را می‌دهد که به راحتی و با یک دست با آن کار کنید و انگشت شست شما می‌تواند بدون هیچ مشکلی تمام نقاط صفحه را لمس کند.","pos"
"در جلوی Xperia ray صفحه نمایش 3.3 اینچی لمسی خازنی با رزلوشن 480x854 قرار دارد که تراکم پیکسلی بسیار بالای 297ppi را ارائه می‌دهد.","pos"
"با این تراکم پیکسلی بالا،  تصاویر تولید شده توسط صفحه نمایش ray از دقت بسیار بالایی برخوردار خواهند بود.","pos"
"متون بسیار دقیق و شارپ بوده و مرورگری اینترنت بسیار لذت بخش است.","pos"
"زاویه دید این صفحه نمایش خوب بوده و روشنایی آن نیز مناسب است به همین دلیل کار کردن با این گوشی در فضاهای پرنور و در زیر تابش نور آفتاب کار سختی نخواهد بود.","pos"
"این رابط کاربری درست است که به زیبایی و تکامل رابط کاربری Sense کمپانی HTC نیست ولی در کل بسیار روان بوده و کار کردن با آن بسیار راحت است.","pos"
"از لحاظ گرافیکی نیز،  این رابط کاربری از افکت‌های تصویری متنوعی بهره می‌برد به همین دلیل کسل کننده نخواهد شد.","pos"
"در قلب این گوشی پردازنده تک هسته‌ای یک گیگا هرتزی Scorpion به همراه 512 مگابایت حافظه RAM قرار دارند که محیط کاربری بسیار روانی را به وجود می‌آورد.","pos"
"تقریبا هیچ‌گاه هنگام کار کردن با گوشی،  کاهش سرعت یا به اصطلاح Lag مشاهده نکردیم.","pos"
"کار کردن با کیبورد Xperia ray بسیار خوب است.","pos"
"البته مانند سایر گوشی‌های 3.3 اینچی،  تایپ کردن با این گوشی به خصوص در حالت عمودی نیاز به کمی تمرین دارد ولی هنگامی که گوشی را به حالت افقی می‌برید،  تایپ کردن بسیار راحت  و لذت بخش می‌شود.","pos"
"به لطف تراکم پیکسلی بسیار بالای صفحه نمایش و پردازنده قوی یک گیگا هرتزی آن،  مرورگری اینترنت با این گوشی بسیار لذت بخش است.","pos"
"حرکت دادن صفحات بسیار روان بوده و در ضمن به طور کامل از Adobe Flash پشتیبانی می‌شود.","pos"
"همانند اکثر گوشی‌های خانواده Xperia،  بلندگوی Xperia ray کیفیت بسیار خوبی دارد و از نقاط قوت اصلی آن محسوب می‌شود.","pos"
"قدرت بلندگوی این گوشی بسیار زیاد است به همین حتی در فضاهای شلوغ به راحتی می‌توانید صدای زنگ خوردن گوشی خود را بشنوید.","pos"
"محیط کاربری دوربین Xperia ray دقیقا مشابه مدل Xperia arc است و به قابلیت‌ها و امکانات نسبتا زیادی مجهز است.","pos"
"تصاویر گرفته شده با دوربین 8 مگا پیکسلی این گوشی (که به سنسور Exmore R نیز مجهز است) از کیفیت نسبتا خوبی برخوردارند.","pos"
"جزئیات خوب بوده ولی رنگ‌ها کمی مرده هستند ولی در مجموع دوربین ray کیفیت قابل قبولی را ارائه می‌دهد.","pos"
"از نقاط ضعف اصلی دوربین این گوشی می‌توان به فلاش LED آن اشاره کرد که متاسفانه به صورت خودکار فعال نمی‌شود و کاربران باید آن را به صورت دستی قبل از شروع عکس‌برداری فعال کنند.","neg"
"از طرفی فیلم‌های گرفته شده با دوربین این گوشی در کیفیت HD 720p با سرعت 30 فریم بر ثانیه بسیار روان هستند و کیفیت قابل قبولی دارد.","pos"
"در کل می‌توانیم بگوییم Xperia ray یکی از بهترین گوشی‌های رده متوسط موجود در بازار است.","pos"
"طراحی این گوشی بسیار زیبا و خوش دست بوده و به دلیل وزن بسیار سبکی که دارد،  نگه داشتن آن در دست بسیار لذت بخش است.","pos"
"همچنین رابط کاربری Timescape بسیار زیبا و روان است و امکانات بسیاری دارد.","pos"
"به این مزایا صفحه نمایش با کیفیت و تراکم پیکسلی بسیار بالا را نیز که اضافه کنید،  تنها نقطه ضعف گوشی دوربین آن خواهد بود.","pos"
"به علاوه فلاش LED به طور خودکار عمل نمی‌کند و باید آن را به صورت دستی فعال کنید.","neg"
"با این وجود اگر خیلی کیفیت دوربین گوشی برای شما اهمیت ندارد،  Xperia ray یکی از بهترین،  زیباترین و با کیفیت‌ترین گوشی‌های رده متوسط موجود در بازار است.","pos"
"به نظر من اين دستگاه قابليت هاي خوبي داره اما در برابر گالگسي پلير هاي سامسونگ حرفي براي گفتن نداره.","neg"
"يک mp4 کامل است و با اطمينان ميشود گفت که يک iphone بدون سيم کارت و دوربين مي باشد.","pos"
"ipod touch حتي در بعضي موارد هم از iphone بهتر است مثلا اين که رزولوشن آن از 3Gs و 3G بيشتر است.","pos"
"در ضمن در نظر داشته باشيد که ipod touch براي مرور اينترنت (WIFI) وايميل بسيار عالي ست.","pos"
"(مطمن باشيد از خريد اين شاهکار apple پشيمان نميشويد.","pos"
"به نظرمن بسيار خوب است وامکاناتش عالي است ودست کمي ازايفون ندارد ومن ان را پيشنهاد ميکنم به تمامي دوستان","pos"
"کيفيت صداش عاليه!","pos"
"پبشنهاد من به شما دوستان عزيز اين است که اگر قصد خريد يک PDA را داريد اما قدرت خريد دستگاههايي مثل HTC يا Imate را نداريد IPod Touch را تجربه کنيد قطعا شما را غافلگير خواهد کرد","pos"
"آيپاد تاچ براي کساني که توانايي مالي براي خريد آيفون را ندارند بسيار وسيله ي خوبي است شما با هزينه خيلي کمتري ميتوانيد از امکانات بسيار خوب اپل استفاده کنيد.","pos"
"شاید برای مدت ها انتظار چنین پخش کننده ای با نمایشگر بزرگ لمسی،  مرورگری وب بسیار پیشرفته به همراه Wi-Fi،  واسط کاربری مولتی تاچ،  پخش کننده ی ویدیویی تحت وب (you tube) از Apple می رفت و اکنون این نیز محقق شده است.","pos"
"با توجه به ساخت باریک و بدنه ی یک دست؛ به راحتی در جیب شما سر می خورد.","pos"
"همچنین این یک دستگاه بسیار مستحکم می باشد و به هیچ وجه تحت فشار دچار خمش نمی شود.","pos"
"فقدان دکمه های فیزیکی چون کم و زیاد کردن صدا،  Pause و playback و رفتن به جلو و عقب احساس می شود.","neg"
"بدون چنین دکمه هایی شما مجبور به روشن کردن نمایشگر و استفاده از دکمه های مجازی لمسی خواهید بود که کمی اذیت کننده است.","neg"
"ولی تراکم پیکسل های نمایشگر iPod کمی بیشتر است.","pos"
"iPod تصویر شارپ تر و رنگ های روشن تری را به نمایش می گذارد.","pos"
"البته اگر تصویر کره ی زمین که پیش فرض آن است را دوست نداشتید می توانید آن را عوض کنید.","pos"
"به عقیده ی من Apple می توانست از آیکون های بزرگتری بهره ببرد تا تمام صفحه را در بر بگیرند.","neg"
"iPod مجهز به یک گیرنده ی رادیو Wi-Fi داخلی می باشد،  که آن را تبدیل به دستگاهی فوق العاده برای مرورگری اینترنت می کند.","pos"
"هرچند که آنتن گیرنده ی آن واقعا در جای نامناسبی قرار گرفته است.","neg"
"این آنتن بهتر بود که به صورت داخلی ساخته می شد.","neg"
"مرورگر Safari را می توان بهترین مرورگر وب برای دستگاه های کوچکی چون پخش کننده های موسیقی دانست.","pos"
"این مرورگر که بر روی iPod موجود می باشد بسیار قدرتمند است و کار کردن با آن ساده می باشد.","pos"
"بدین صورت که به شما اجازه می دهد تا با اشاره های کوچک نوک انگشتان هر عملی را به خصوص بزرگ یا کوچک کردن مقاطع مختلف صفحه انجام دهید.","pos"
"این امکان آخری بسیار کارآمد و خوب می باشد و برای دیدن و خواندن راحت تر به کار می آید.","pos"
"همچنین یک سنسور شتاب سنج خودکار داخلی نیز برای چرخاندن صفحه ی نمایشگر به دو مود افقی و عمودی وجود دارد.","pos"
"بعلاوه می توانید از امکان دسترسی سریع به محتویات you tube بهره ببرید.","pos"
"البته احتمالا در بازار محصولاتی از برندهای دیگر را شاهد خواهید بود که مدت زمان بیشتری را شارژ بدهند.","pos"
"فرمت های موسیقی و ویدیویی قابل پشتیبانی توسط iPod تنوع زیادی دارند؛ بدین صورت که می تواند فایل هایی با فرمت های MP3 (16 to 320 Kbps)،   MP3 VBR،   AAC (16 to 320 Kbps)،   Protected AAC (from iTunes Store)،  Audible (formats 2, 3 and 4)،   WAV،   و  AIFFرا اجرا نماید.","pos"
"برای جمع بندی باید بگوییم که کار کردن با این دستگاه ساده است.","pos"
"نه خیلی ساده،  ولی با این حال لذت بخش است.","pos"
"بیشتر شکایت ها و ایرادهایی که ما به این دستگاه می گیریم مربوط به مواردی می شود که فاقد آن ها است.","neg"
"ولی در کل از آن نارضایتی خاصی نداریم.","pos"
"به هر حال iPod touch محصول Apple است و دیگر نیازی نمی دیدیم که درباره ی کیفیت پخش ویدیویی یا موسیقی آن نقد و بررسی کنیم،  چرا که بدون توجه به قیمت یک سر و گردن از محصولات دیگر برندها بالاتر می باشد.","pos"
"زوایای دید این صفحه نمایش واقعا عالیست به طوری که حتی اگر از بالا یا پایین به صفحه نمایش نگاه کنید،  هیچ‌گونه تغییر خاصی در کیفیت صفحه نمایش مشاهده نخواهید کرد.","pos"
"بلندگوها اپل بلندگوهای MacBook Pro 2012 را به طور کامل از نو طراحی کرده است و می‌توانیم بدون اغراق بگوییم که این بلندگوها یکی از بهترین بلندگوهاییست که تا به امروز بر روی لپ‌تاپ‌ها دیده بودیم.","pos"
"کیفیت بلندگوها بسیار شفاف است و حتی صدای بیس تولید شده نیز کاملا رضایت بخش است و به راحتی می‌توانند جوابگوی نیاز اکثر کاربران باشد.","pos"
"البته تنها کیفیت بالای تاچ پد،  دلیل این امر نیست و یکپارچه بودن سیستم عامل OS X نیز با فرمان‌های لمسی ،  در این امر بسیار موثر است.","pos"
"البته نمی‌توان گفت که سیستم خنک کننده کاملا بی صدا است ولی مسلما صدای آزار دهنده ای تولید نمی‌کند.","pos"
"باتری با وجود تمام سخت افزارهای فوق‌العاده به کار رفته شده در Retina MacBook Pro،  انتظار می‌رفت که باتری آن نتواند شارژ دهی خیلی بالایی داشته باشد ولی در عمل خلاف این امر ثابت شد.","pos"
"نرم افزار به طور پیش فرض Retina MacBook Pro از سیستم عامل OS X نسخه Lion استفاده می‌کند ولی اپل به خریداران این لپ‌تاپ،  امکان ارتقا به Mountain Lion را به صورت رایگان فراهم کرده است.","pos"
"متاسفانه سایر برنامه‌ها بر روی این صفحه نمایش ظاهر زیاد خوبی ندارند.","neg"
"باسلام من این گوشیرو باگارانتی مایکروتل پیش خرید کردم چند روزه رسیده دستم تقریباً همه چیش خوبه بجز قلمش وقتی میخوای چیزی بنویسی باید حتماً فشاربدی رو قلم وگرنه حرفها رو بریده بریده مینویسه مثل خودکاری که رنگش داره تموم میشه  واقعا حالم گرفته شده امیدوارم دیجی کالا زودتر گوشیرو برام تعویض کنه باتشکر  ","neg"
"گوشی خوبی نیست   حافظه فولدر سازی برای قسمت پیام اش کمه   موقع نوشتن پیام اذیت میکنه   راحت میشه هکش کرد   امنیت اش پایینه   تعداد لیست بلک لیست پیام و لیست رد تماسش کمه   ","neg"
"موبایل را خریدم   راحت هک میشه   اس ام اس دادن باهاش زجر آوره   لیست بلک لیست تماس و بلک لیست پیامش کمه   تعداد فولدر های پیام کم است   یکی چند بار با هک کردن موبایلم با لیست کانتکت های من تماس گرفته   یک بار هم گوشی روی میز بود که هکر با گوشی به کانتکت من زنگ زده و قطع کرده   یک بار هم ساعت 2 نصفه شب طرف موبایلم را هک کرده و به کانتکت من زنگ زده چند بار    لطفا فقط موبایلی که محافظت داره و نمیشه راحت هکش کرد بیارین   این بلا سر گوشی اچ تی سی چاچا هم برایم پیش اومده است   ","neg"
"نمیدونم چی تو ذهنم بود که اینو خریدم   کاملا پشیمونم ","neg"
"گوشی خوبی ولی هیچ وقت باهاش کلش بازی نکنید چون زود خرابش میکنه  از دیگر ایرادتشم داغ شدنش کلا گوشی کار راه اندازیه ولی باطریش خیلییییی ضعیفه گوشی که بعد دو سال باید عوضش کرد چون اندرویدش زود خراب میشه  ","neg"
"جنس بدنه بسیار ضعیف دوربین بی کیفیت طراحی ضعیف بدنه ضمخت می باشد  ","neg"
"تو یه کلمه داغ میکنه زیاد  دست رو میسوزونه عملا یه تومن پول رو دور ریختم با خریدم ","neg"
"من دو سال پیش از دیجی برای مادرم خریدم چند وقت پیش شیار سیمکارت یکش قطع شد الانم شیار دومش  بردم برای تعمیر گفت ال جی اگه خراب شه دیگه کارش نمیشه کرد همونم شد و هرکاری کردیم درست نشد  اون زمان گوشی خوبی بود ولی الان با هرقیمتیم بدن نمیصرفه نخرید  ","neg"
"به نظر من گوشی بدی نیست الان پسرم این گوشی را دارد وبرای نوجوانان کاملا مناسب است اما متاسفانه خیلی از هم سن وسال های پسر من قصد داشتن گوشی هوشمند را دارند    امید وارم این گوشی را موجود کنیدو پسر بچه هایی که هنوز گوشی هوشمند نگرفته اند این گوشی را بگیرند به جای گوشی های هوشمند باتشکر  ","neg"
"کمتراز18ماه آی سی تغذیه یا هاردش سوخت نفهمیدنم چرا درستم نشد خاموش شد خودبه خود روشن خاموش میشد روی لوگو گیرمیکرد ","neg"
"فوق العاده گوشی بی کیفیت هستش میکروفون و اسپیکر ضعییف کیفیت صغحه نمایش پایین باطری زود خالی میشه خیلی کنده ","neg"
"بسیار گوشی بیکیفت و ظریف و کند  هست اصلا راضی نیستم ","neg"
"تاچ ش ضعیفه  در حدی که بخواین یه پترن تقریبا پیچیده رو باهاش سریع بزنین امکانش نیست   کیفیت صفحه شم پایینه  با نصف همین قیمت یه هواوی گرفتم ازون بیشتر از این راضی ام  ","neg"
"چند ماهه که این تبلت رو از دیجی کالا خریدم  اولین بار که به دستم رسید مشکل سوکت شارژر داشت که تعویض کردم  الان بعد چند ماه با اینکه کلی با آرامش میزدمش تو شارژ که خراب نشه بازم همون مشکلو پیدا کرده  اصلا از سامسونگ بعید بود همچین طراحی بدی برای شارژر  الانم کم کم یه سری لکه داره روی صفحه نمایش خودشو نشون میده که احتمالا قبلا کمرنگ بودن و من متوجه نشده بودم  با این روندی که پیش میره تا چند وقت دیگه باید ببرم گارانتی  منظور همون سطل آشغاله چون فک نکنم گارانتیش هم قطعاتشو داشته باشه   من نوت 10 1 2014 سامسونگم رو قبل این خریدم و فک نمیکردم کیفیت ساخت این یکی پایین تر از اون باشه  در کل اگر میخواید پول بدین واسه این  بهتره که یکم بیشتر خرج کنید و سرفیس بخرید  ","neg"
"سلام من دوسال که دارم و از همین دیجی کالا خریدم من برای سبکی و قلم خریدم و خیلی با کارم اومد با اون قیمت ولی الان یه لب تاب دگ هم خریدم که کارای سنگین رو با اون انجام بدم همونطور که میدونید کارت گرافیک مجزا نداره و مطمئن بازی سنگین یا رندر گیری نمی تونید انجام بدید ولی با وضع فعلی ارز اصلا ارزش خرید نداره نسبت به قیمتش ","neg"
"سلام   بنده به هیچ وجه خرید محصولات سخت افزاری از ماکروسافت رو به هیچکس پیشنهاد نمیدم  پس از مدتی خرابی های فراوان و عجیب و غریبی پیدا میکنن از جمله صدا دادن دستگاه موقع تاچ کردن  پرش تصویر   و برای بنده در نهایت سوختن مادربورد دستگاه که هزینه یک میلیون و چهارصدی و صرف زمان بسیار بهمراه داشت  اگر هم چنین ایراد هایی نداشته باشد توقع دستگاهی چندان کاربردی نداشته باشید چون نه مثل یک آیپد قابلیت های یک تبلت روان را دارد و نه توانایی لپ تاپ رو  تنها نکات مثبت اون صفحه نمایش به ظاهر خیره کننده و بلندگو های خوب میباشد  ","neg"
"تقریبا یکسالی داشتمش البته از  اولین تجربه های مایکروسافت بیشتر از این نمی شه انتظار داشت  شدیییییدا افسوس می خورم که زمانی که اینه خریدم با پولش می تونستم یک مک بوک ایر بی نظیر بگیرم که متاسفانه پولم رو هدر دادم  شخصا توصیه می کنم که اگر دنبال لپ تاپ هایی به این شکل هستید و همچنین اگر می خواهید همینقدر هزینه که به سراغ لپ تاپ های اپل بروید  من ترجیح دادم که اینو بفروشم و یک آیفون 6اس بهمراه یک لپ تاپ ویندوزی معمولی بگیرم تا زمانی که توانایی مالی خرید یک مک بوک رو پیدا کنم  ","neg"
"لوازم جانبی نیست برای این مدل  هر چند همون اول خاموش شد فرستادم گارانتی شد ","neg"
"متاسفانه تاچ صفحه نمایش دستگاه من از کار افتاده و تنها با قلم کار میکنه   ظاهرا شرکت ماکروسافت هم فقط عذر خواهی میکنه   از هم جالبتر اینه که شرکت ماکروسافت پس از گذشت 1 سال از تاریخ تولید دستگاه   حتی حاضر نیست بفرم رایگان به شما جواب بده   درضمن دچار پرش تصویر یا Flicker بخصوص در هنگام وبگردی میشه   متاسفم که انقدر پول بابت این دستگاه پرداخت کردم   ","neg"
"کیف و کاور و سایر وسایلش پیدا نمیشه برای 4راحتتر پیدا میشه و  گارانتی بد با پاسخگویی بدی  داره ","neg"
"وقتی روشن کردم دیدم تقریبا فقط 5یا6 گیگ فضا داره که بعد از یک آپدیت الان فقط 1 گیگ فضا داره آفیس 365 هم یک ماه رایگانه نه یک سال اصلا انتخاب خوبی نیست  ","neg"
"کیفیت بدنه پایین  کیفیت صفحه پایین  اجرا نکردن برنامه ها وپریدن به بیرون از برنامه  دوربین بی کیفیت  قیمت واقعا بالا نسبت به کارکرد ","neg"
"برنامه ها حین اجرا قطع میشن  کیفیت صفحه پایینه  قیمت نسبت به عملکرد زیاده   در کل پشیمونم از خریدم  هربرنامه ای نصب میکنم از برنامه میپره بیرون   129318  ","neg"
"من این تبلت رو چهار ماه پیش با کلی تحقیق از دیجی کالا گرفتم با توجه به مشخصات تبلت مطمئن بودم خرید خوبی کردم ظاهر واقعا زیبایی داشت و انتظار داشتم کار باهاش لذت بخش باشه اما متاسفانه بعد از حدود دو هفته استفاده تبلت مکرر بدون ولیل ریست میشد و وقتی بالا میومد بسیار کند میشد طوری که برای باز کردن یه اپ یا گالری اول صفحه کاملا سیاه میشد و بعد از چند ثانیه تازه صفحه باز میشد من قبلا تبلت های زیادی داشتم که آخریش تب اس سامسونگ بود که فوق العاده بود اما وقتی این تبلت رو دستم میگیرم احساس میکنم با یه تبلت ارزون قیمت چینی دارم کار میکنم  ","neg"
"شخصا پیشنهاد نمی دم  هر چند ویژگی های خوبی هم داره و برای عده ای ممکنه مفید باشه    کیفیت ساخت پایینی داره  برای کارهای آفیس و تایپ خیلی مناسبه  اگه چشمتون با صغحه ی ده اینچی کور نشه  دکمه های کیبورد خیلی خوبه   به عنوان یه تبلت  وزن زیادی داره که برای کتاب خوندن مناسب نیست  اگه طراحی وب می کنید و تو فکر این هستید یه همچی چیزی بگیرید برای اسکریپت نویسی جدا بی خیال بشید  نیم ساعت اول کور میشید  و دستتون  عاجز میشیه از  باز و بسته کردن تگ های html  و علائم جاواسکریپت و پی  اچ پی  فتوشاپ حرفشو نزن  نصب میشه اما به چه درد می خوره تو ده اینچ کار گرافیکی کردن  صدای خیلی ضعیفی هم داره برا ی موزیک گوش دادن یا فیلم دیدن  از هاردش میشه خوب استفاده کرد و یه نعمته   خیلی مسافرتی  و قابل حمله       ","neg"
"نه تبلته که صفحه بزرگی داشته باشه نه موبایله که راحت حمل بشه به جای هیچ کدوم نمیشه استفاده کرد مجبوری برای تماس ها از هندزفری استفاده کنی چون نمیفهمی طرف مقابل داره چی میگه بعد از یک سال وقتی با دکمه صدا رو میخوام زیاد کنم یهو صدا خیلی زیاد میشه بعضی وقتها صفحه رمز که نشون داده میشه هنگه باید یه بار صفحه خاموش و روشن بشه   همزمانی صدا و تصویر ویدوئوها بعد از یه مدت به هم خورد توی بالا و پایین کردن صفحات گاهی پرش می بینم ","neg"
